City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
382,egvekinot,99,RU,1563409629,58,66.32,-179.17,57.3,10.49
383,sarangani,77,PH,1563409630,77,5.4,125.46,81.96,9.51
384,vila velha,0,BR,1563409451,78,-3.71,-38.6,86.0,9.17
385,mangalia,0,RO,1563409630,77,43.8,28.58,66.2,6.93
386,medicine hat,90,CA,1563409515,34,50.04,-110.68,78.8,17.22
387,namibe,14,AO,1563409631,86,-15.19,12.15,68.1,3.22
388,agadez,1,NE,1563409632,34,16.97,7.99,93.2,5.82
389,marienburg,0,DE,1563409632,82,52.12,9.98,59.0,1.12
390,avera,1,US,1563409633,58,33.19,-82.53,95.0,3.36
391,san benito,100,CO,1563409634,83,6.13,-73.51,69.36,3.87
392,khoy,0,IR,1563409634,44,38.55,44.95,55.14,5.28
393,goundam,39,ML,1563409635,26,16.42,-3.66,96.72,6.89
394,susehri,93,TR,1563409638,74,40.16,38.09,55.86,0.89
395,pitimbu,0,BR,1563409639,94,-7.47,-34.81,73.4,8.05
396,chifeng,2,CN,1563409522,53,42.27,118.96,74.4,2.89
397,chiredzi,0,ZW,1563409639,61,-21.05,31.67,52.8,0.69
398,prince rupert,90,CA,1563409639,93,54.32,-130.32,57.2,8.05
399,zhoucheng,90,CN,1563409639,94,31.35,119.33,78.8,4.47
400,ust-omchug,81,RU,1563409640,69,61.13,149.63,58.2,9.82
401,port hedland,0,AU,1563409640,30,-20.31,118.58,57.2,9.17
402,zima,92,RU,1563409640,90,53.93,102.05,65.22,7.67
403,zhigansk,0,RU,1563409640,52,66.77,123.37,50.1,31.79
404,druzhba,93,UA,1563409641,93,52.05,33.94,53.88,5.19
405,pisco,0,PE,1563409352,30,-13.71,-76.2,71.6,18.34
406,sept-iles,20,CA,1563409549,40,50.2,-66.38,69.8,18.34
407,derzhavinsk,13,KZ,1563409374,71,51.1,66.31,62.34,8.39
408,jacala,81,MX,1563409641,81,21.0,-99.19,68.28,5.73
409,portales,1,US,1563409641,37,34.19,-103.33,89.6,13.87
410,tadine,98,NC,1563409641,57,-21.55,167.88,69.0,6.8
411,acapulco,75,MX,1563409471,70,16.86,-99.88,86.0,3.36
412,montepuez,1,MZ,1563409642,95,-13.13,39.0,61.8,3.58
413,san quintin,100,PH,1563409642,92,17.54,120.52,76.74,12.68
414,amahai,99,ID,1563409644,91,-3.31,129.0,76.02,13.8
415,iskateley,68,RU,1563409644,84,67.68,53.15,43.62,6.53
416,san andres,96,PH,1563409644,78,13.32,122.68,81.96,20.27
417,hluboka nad vltavou,44,CZ,1563409644,78,49.05,14.43,60.01,1.99
418,malpura,24,IN,1563409645,58,26.29,75.37,84.66,8.7
419,socorro,75,US,1563409645,18,31.65,-106.3,98.6,3.36
420,nasice,0,HR,1563409645,87,45.49,18.09,64.0,2.24
421,patacamaya,89,BO,1563409645,57,-17.23,-67.92,45.06,8.39
422,farias brito,20,BR,1563409646,21,-6.93,-39.57,78.8,2.24
423,ko samui,20,TH,1563409646,78,9.54,99.94,80.6,2.24
424,mandalgovi,100,MN,1563409646,64,45.76,106.27,66.84,6.69
425,khandagayty,0,MN,1563409647,61,50.73,92.07,57.12,3.13
426,nadaun,6,IN,1563409647,65,31.78,76.34,81.6,5.7
427,inhambane,0,MZ,1563409453,80,-23.87,35.38,58.2,4.85
428,jiujiang,100,CN,1563409647,80,29.73,115.99,82.86,1.66
429,sorland,0,NO,1563409649,81,67.67,12.69,49.02,19.26
430,lamar,1,US,1563409539,27,38.09,-102.62,91.4,26.4
431,mandali,0,IQ,1563409649,20,33.75,45.55,87.72,10.71
432,ust-nera,100,RU,1563409650,95,64.57,143.24,46.86,1.14
433,haukipudas,20,FI,1563409650,93,65.17,25.5,50.0,2.24
434,fort dodge,20,US,1563409384,74,42.5,-94.17,80.6,5.82
435,snezhnogorsk,0,RU,1563409650,93,69.19,33.23,42.8,2.24
436,baykit,0,RU,1563409650,72,61.68,96.39,67.38,11.77
437,cheremnoye,40,RU,1563409651,93,53.17,83.21,62.6,2.24
438,hermitage,90,US,1563409651,88,41.23,-80.45,80.01,4.7
439,stryn,92,NO,1563409654,96,61.9,6.72,55.0,0.89
440,tavagnacco,100,IT,1563409654,73,46.13,13.21,75.2,3.36
441,nieuw amsterdam,20,SR,1563409654,83,5.88,-55.08,78.8,4.7
442,el alto,75,BO,1563409654,70,-16.5,-68.19,42.8,6.93
443,evanston,20,US,1563409362,88,42.04,-87.69,88.0,3.36
444,algiers,75,US,1563409654,66,29.94,-90.04,90.0,9.17
445,kysyl-syr,0,RU,1563409655,53,63.9,122.77,55.32,14.67
446,houma,100,CN,1563409656,81,35.63,111.36,68.46,2.37
447,alice springs,0,AU,1563409478,61,-23.7,133.88,48.2,10.83
448,maningrida,53,AU,1563409656,68,-12.05,134.23,70.08,10.6
449,acajutla,18,SV,1563409656,71,13.59,-89.83,85.2,5.32
450,brigantine,1,US,1563409658,66,39.41,-74.36,87.8,6.93
451,loudi,96,CN,1563409659,86,27.73,112.0,80.52,3.85
452,normandin,20,CA,1563409659,55,48.84,-72.53,66.2,4.7
453,bahia blanca,100,AR,1563409659,70,-38.72,-62.27,56.76,16.62
454,adana,75,TR,1563409660,83,37.0,35.33,78.01,4.7
455,mega,3,ET,1563409660,75,4.06,38.32,65.76,18.75
456,ayan,0,IR,1563409660,44,38.23,44.7,55.14,5.28
457,constantine,0,DZ,1563409660,46,36.36,6.61,71.6,3.36
458,santa cruz cabralia,40,BR,1563409660,88,-16.28,-39.02,68.0,5.82
459,alekseyevsk,46,RU,1563409478,64,57.84,108.35,70.08,4.74
460,robe,29,ET,1563409661,93,7.12,40.01,47.22,6.6
461,saint-paul-les-dax,90,FR,1563409661,77,43.73,-1.05,69.01,9.17
462,gribanovskiy,0,RU,1563409661,92,51.46,41.98,57.48,5.1
463,jumla,82,NP,1563409661,93,29.28,82.18,50.1,2.59
464,veraval,90,FR,1563409661,93,49.65,0.71,62.6,6.93
465,kenitra,75,MA,1563409662,72,34.26,-6.57,69.01,6.93
466,sur,17,OM,1563409662,63,22.57,59.53,81.6,11.81
467,asyut,0,EG,1563409662,32,27.18,31.19,93.2,5.82
468,trincomalee,100,LK,1563409662,76,8.58,81.23,79.8,10.25
469,saint-leu,0,RE,1563409663,60,-21.15,55.28,69.8,18.34
470,panjakent,0,UZ,1563409663,43,39.5,67.61,73.4,6.93
471,caborca,30,MX,1563409664,39,30.58,-111.1,97.0,5.01
472,meulaboh,99,ID,1563409333,80,4.14,96.13,81.24,9.98
473,koshurnikovo,56,RU,1563409664,73,54.3,93.39,61.44,3.33
474,alepe,20,CI,1563409664,100,5.5,-3.66,75.2,4.7
475,mombetsu,75,JP,1563409664,88,44.35,143.35,75.99,3.36
476,springfield,75,US,1563409573,88,42.1,-72.59,77.0,10.2
477,zarubino,100,RU,1563409665,97,42.65,131.06,66.48,2.62
478,margate,40,AU,1563409494,53,-43.03,147.26,50.0,3.36
479,yamada,0,JP,1563409665,83,36.58,137.08,82.0,3.36
480,los llanos de aridane,90,ES,1563409447,78,28.66,-17.92,71.6,18.34
481,sault sainte marie,1,CA,1563409666,50,46.49,-84.36,78.8,4.7
482,kondinskoye,83,RU,1563409473,79,59.65,67.41,56.58,8.21
483,mackay,100,CA,1563409666,77,53.65,-115.58,62.6,3.36
484,wamba,54,CD,1563409667,84,2.14,27.99,67.56,2.42
485,coolum beach,0,AU,1563409667,46,-26.53,153.09,63.0,3.0
486,khandbari,56,NP,1563409667,89,27.38,87.21,55.86,2.15
487,voh,2,NC,1563409667,63,-20.95,164.69,68.46,6.38
488,zorritos,90,PE,1563409668,33,-3.68,-80.68,89.6,3.36
489,leshukonskoye,2,RU,1563409492,78,64.9,45.76,47.22,3.13
490,grindavik,40,IS,1563409668,93,63.84,-22.43,55.4,13.87
491,port hardy,90,CA,1563409469,93,50.7,-127.42,59.0,6.93
492,yaan,51,NG,1563409669,96,7.38,8.57,74.04,6.38
493,kijang,90,KR,1563409670,88,35.24,129.21,71.6,9.17
494,steinbach,40,CA,1563409670,73,49.53,-96.69,73.4,3.36
495,shafranovo,54,RU,1563409670,92,53.97,54.77,58.2,5.19
496,qiqihar,17,CN,1563409671,61,47.35,123.91,77.82,1.68
497,vaitape,37,PF,1563409495,69,-16.52,-151.75,77.28,15.86
498,archidona,20,EC,1563409672,100,-0.91,-77.81,77.0,3.47
499,sabang,100,PH,1563409672,94,13.8,121.11,76.74,9.98
500,kavieng,20,PG,1563409672,75,-2.57,150.8,83.4,11.18
501,bambanglipuro,91,ID,1563409672,84,-7.95,110.28,74.04,11.12
502,maragogi,7,BR,1563409672,91,-9.01,-35.22,68.1,2.89
503,luderitz,0,NA,1563409673,81,-26.65,15.16,50.0,1.12
504,werda,0,BW,1563409673,28,-25.27,23.28,53.88,4.76
505,vila do maio,40,CV,1563409673,73,15.13,-23.22,77.0,4.7
506,male,41,UA,1563409674,91,50.74,33.7,54.24,6.17
507,awjilah,0,LY,1563409674,70,29.14,21.3,71.88,14.54
508,parakai,44,NZ,1563409674,91,-36.66,174.44,62.01,1.99
509,qena,0,EG,1563409674,19,26.16,32.72,100.4,4.7
510,kutum,87,SD,1563409674,47,14.2,24.66,79.44,11.36
511,kapit,100,MY,1563409674,77,2.02,112.94,74.04,1.68
512,high prairie,97,CA,1563409677,82,55.43,-116.48,59.1,13.56
513,panjab,0,AF,1563409678,35,34.38,67.02,43.98,5.23
514,adrar,0,DZ,1563409678,7,27.87,-0.29,96.8,3.36
515,jiangyou,90,CN,1563409678,93,31.78,104.73,68.64,2.15
516,leh,0,IN,1563409678,42,34.16,77.58,35.88,0.69
517,chumikan,100,RU,1563409678,59,54.72,135.31,69.54,0.85
518,huanan,5,CN,1563409678,85,46.24,130.56,72.24,8.57
519,ixtapa,90,MX,1563409679,100,20.71,-105.21,82.4,3.36
520,rincon,40,PA,1563409680,83,8.46,-82.28,82.4,8.05
521,rocha,40,UY,1563409476,94,-34.48,-54.34,48.48,8.39
522,kathu,0,ZA,1563409680,49,-27.7,23.05,44.01,6.24
523,antalaha,66,MG,1563409680,98,-14.9,50.28,57.84,3.83
524,sorgun,83,TR,1563409680,90,39.81,35.19,55.14,6.78
525,san vicente,40,EC,1563409680,78,-0.59,-80.41,75.2,12.75
526,shelbyville,40,US,1563409684,58,39.41,-88.79,86.0,6.93
527,sedhiou,100,SN,1563409684,83,12.71,-15.56,80.6,6.93
528,whangarei,51,NZ,1563409684,68,-35.73,174.32,62.01,7.0
529,noumea,0,NC,1563409452,46,-22.28,166.46,73.4,2.24
530,golden,1,US,1563409568,13,39.76,-105.22,96.8,4.7
531,emerald,0,AU,1563409488,50,-23.53,148.16,57.99,8.05
532,savannah,20,US,1563409448,70,32.08,-81.09,89.6,4.7
533,chulman,4,RU,1563409685,50,56.84,124.9,70.8,2.21
534,port-cartier,20,CA,1563409685,40,50.03,-66.88,69.8,18.34
535,fukue,75,JP,1563409490,83,35.03,136.69,82.0,8.05
536,enshi,78,CN,1563409686,89,30.29,109.48,71.88,3.13
537,ambon,0,FR,1563409686,82,47.55,-2.56,64.99,5.82
538,kulhudhuffushi,100,MV,1563409686,84,6.62,73.07,80.16,25.34
539,hatillo,40,PR,1563409686,94,18.49,-66.83,82.99,12.62
540,canavieiras,87,BR,1563409687,90,-15.68,-38.95,68.82,9.75
541,dingle,100,PH,1563409344,84,11.0,122.67,80.34,14.81
542,marathon,99,CA,1563409687,57,48.72,-86.38,66.66,6.53
543,villarrobledo,0,ES,1563409687,59,39.27,-2.6,69.01,5.99
544,san patricio,0,PY,1563409688,90,-26.98,-56.83,53.34,5.17
545,oban,55,GB,1563409689,96,56.42,-5.47,53.01,3.78
546,mafeteng,0,LS,1563409690,42,-29.82,27.24,42.9,3.96
547,forestville,40,CA,1563409690,67,48.74,-69.09,60.8,12.75
548,riyadh,0,SA,1563409690,13,24.63,46.72,84.2,6.93
549,esil,83,KZ,1563409690,78,51.96,66.41,61.44,3.96
550,puerto carreno,52,CO,1563409591,78,6.19,-67.49,80.6,3.24
551,iwanai,100,JP,1563409690,80,42.97,140.51,72.24,1.92
552,broome,100,GB,1563409691,77,52.47,1.45,64.99,5.82
553,tazovskiy,100,RU,1563409693,79,67.47,78.7,54.06,8.23
554,victor harbor,20,AU,1563409693,87,-35.55,138.62,55.0,11.41
555,pandan,100,PH,1563409693,74,11.72,122.09,84.12,26.42
556,vizinga,6,RU,1563409693,76,61.08,50.08,48.48,4.41
557,chapais,1,CA,1563409457,40,49.78,-74.86,68.0,9.17
558,nouadhibou,44,MR,1563409179,83,20.93,-17.03,69.8,13.87
